"_","Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","Pharma_Product__c","Country__c","Owner__c","Direction__c","CurrentMarketingCycle__c","Division__c"
"[Product_Owner__c]","a3qJW0000137jIlYAI","false","PON-0087","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9AUAV","Украина","0053X00000FEuCHQA1","UKR Primary Care Direction","true","Украина Respiratory health"
"[Product_Owner__c]","a3qJW0000137jImYAI","false","PON-0088","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9BUAV","Украина","0053X00000FEuCJQA1","UKR Primary Care Direction","true","Украина Orphan Diseases & Oncology"
"[Product_Owner__c]","a3qJW0000137jInYAI","false","PON-0089","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9CUAV","Украина","0053X00000FEyylQAD","UKR Hospital Care Direction","true","Украина Orphan Diseases & Oncology"
"[Product_Owner__c]","a3qJW0000137jIoYAI","false","PON-0090","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9DUAV","Украина","0053X00000FEz43QAD","UKR Hospital Care Direction","false","Украина Orphan Diseases & Oncology"
"[Product_Owner__c]","a3qJW0000137jIpYAI","false","PON-0091","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9EUAV","Украина","0053X00000FEz44QAD","UKR Primary Care Direction","false","Украина Infusion & Antibiotics"
"[Product_Owner__c]","a3qJW0000137jIqYAI","false","PON-0092","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9FUAV","Украина","0053X00000FaigiQAB","","false","Украина Infusion & Antibiotics"
"[Product_Owner__c]","a3qJW0000137jIrYAI","false","PON-0093","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9GUAV","Украина","0053X00000FvqQzQAJ","UKR Hospital Care Direction","false","Украина Therapeutic Hospital Care"
"[Product_Owner__c]","a3qJW0000137jIsYAI","false","PON-0094","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9HUAV","Украина","0053X00000GKdRuQAL","","false","Украина Infusion & Antibiotics"
"[Product_Owner__c]","a3qJW0000137jItYAI","false","PON-0095","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9IUAV","Украина","0053X00000GVds9QAD","","false","Украина Therapeutic health"
"[Product_Owner__c]","a3qJW0000137jIuYAI","false","PON-0096","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9JUAV","Украина","0053X00000GXaP3QAL","","false","Украина Pain Management & Recovery"
"[Product_Owner__c]","a3qJW0000137jIvYAI","false","PON-0097","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9KUAV","Украина","0053X00000GYkGhQAL","","false",""
"[Product_Owner__c]","a3qJW0000137jIwYAI","false","PON-0098","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9LUAV","Украина","0053X00000DFvAuQAL","","false",""
"[Product_Owner__c]","a3qJW0000137jIxYAI","false","PON-0099","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","005Qv000004E2pJIAS","2026-03-24T07:10:44.000+0000","","","","a0X3X00000NjH9MUAV","Украина","0053X00000FEuC5QAL","UKR Hospital Care Direction","false",""
